text	label	new label
"Tucs Facessa 3.11.14 ip:  ""Nyt täytyy sanoa, että olen ihan kypsä median aikaiseen kiusaamiseen ja suoranaiseen valehteluun suhteeni!!!!  Hymy lehden/Alibin entinen päätoimittaja Mika Lahtonen on itse ex-rikollinen joka on myös istunut linnassa oikeasti toisin kuin minä!!!!! Hän myös käytti täysin sairasta isääni täysin hyväkseen haastatteluja kirjoittaessaan.  Hymy lehti pilasi minun 10v avoliiton, olisimme saaneet sen vielä kuntoon mieheni kanssa, mutta kyseinen lehti ja yksi narsisti toimittaja kusettivat mua täysin, juttu on niin pitkä että se tulee omaelämäkertakirjaani!!!!  Nyt saamari soikoon, eikö se YSN tai joku vastaava taho saa noille valeille jotain tolkkua????!!!!! Eikö sitäpaitsi salaisten asiakirjojen julkaiseminen ole RIKOS????  Me näemme oikeudessa Hymy ja MINÄ tulen olemaan asianomistajana siellä!!!!! En todellakaan ole mikään ""rikollinen"", pas-kanmarjat, täällä on kyllä vapaana useitakin sellaisia!"""	obscene	toxic
Siis MITÄ sopimuksuksia persut EIVÄT ole NOUDATTANEET ?  Ei jumalauta pitäisi olla ylivoimaista vastata selvästi, jos kerran tuollaista väität !	obscene	not-toxic
voi pyhä sylvi.	not-obscene	not-toxic
Olis kiva tankata st 1:llä, mutta....  Siellä ei taida olla sellaista kellonaikaa, ettei joko helvetin vanhat kyrväkkäät istuisi siinä ulkona tujottamassa, tai sitten ylipainoiset kakskymppiset rättipäät räkimässä ja vahtaamassa. Erittäin epämielyttävää asioida, sisälle nyt ei voisi kuvitellakkaan menevänsä. Harmi, taas jäi tankkaamatta ja hoidan asian nesteellä töihin mennessäni huomenna.	obscene	toxic
Voi ei. tulipa mieleen oma tilanteeni 25-vuotta sitten. Ymmärrän aloittajaa ja huomaan kuinka iso ja huolestuttava asia tämä teille on ja hyvä kun rohkenet kirjoittaa tänne. Minulle sanottiin aikanaan, että lapseni on liikaa kiinni äidissään ja kyllä minullekkin nimitys löytyi.  Lapseni oli 11kk:n ikäinen, herraisä sentään tottakai hän oudoksui kaikkea ja itki sydäntäsärkevästi. Surin vuosia miksi vein niin pienen vieraille, mutta töihin oli mentävä. Onneksi isovanhemmat tukivat ja tein lyhennettyä työpäivää. Ihmettelen vanhempia jotka tunkevat lapsensa muiden hoitoon ja ovat itse kotona.  Voimia ja tsemppiä pidä puolesi. Kuka sinun ja lapsesi puolia pitää jos et sinä.	not-obscene	not-toxic
narsistit on semmosia.ei niit kiinnosta kun oma hanuri. hyvä että pääsit siitä eroon. koita pitää puoles....kyl se päivä viel sullekkin alkaa paistaa.	not-insult	not-toxic
"Ja edelleenkään MINÄ EN TROLLAA! Pakkotoisto-keskustelufoorumit ei ole mitään oikeita todisteita. Ja miten muka Suomi olisi sekaantunut Venäjän vaaleihin? Kerroppa se meille ""tietämättömille""! Taidatte te putinin perskärpäset vaan saada kiksejä tosta p*skanjauhamisesta!"	insult	toxic
Voimia Raiskaajamurhaajan vihaajille! Lisätköön vuodet vihaanne! Afganistan tuo syrjäinen hullujen asuttama ooppiumloukko ja vuohennussijoiden kehto pussihousuvätysten kansoittama alkuasukasmaa. Oi mahtava Neuvostoliitto miksette käyttäneet siellä Tsarbombaa, yksi per neliökilometri olisi ollut sopiva lääkkeeksi.	insult	toxic
Minäkin olen asioinut usein Jumalniemen Sotkassa, josta olen saanut AINA hyvää ja asiantuntevaa palvelua. Jatkakaa henkilökunta samaan malliin! Näistä asiattomista kritiikeistä huolimatta hyvää kevättä teille!	not-insult	not-toxic
Ärsyttääkö sua todella, jos jollakin on lävistys niskassa. Mahtaa olla vaikea elämä.	not-insult	not-toxic
minut ja naitti pojalleni...	not-insult	not-toxic
Hys hys korkki kiinni ja tutimaan. Mitäs suvakki tähän?	insult	toxic
Kaikkia Toyota vastaisia homoja on toitsu jostain syystä milloin mistäkin vetänyt puoleensa. Myös näitä Toyota vastaisia homoja on kiinnostanut puhua myös mopoista, yh-äideistä ja aloittamaan keskustelun heitä kiinnostavasta aiheesta eli homoilusta.	insult	toxic
ihan selvää tuunausta, diovmorffin pakonomaista mulkun hiplausta, ei muuta :->	not-insult	not-toxic
Budjetoi kaikki menot ja tulot. Jos et saa viivan alle jäämään tarpeeksi, ota selvää pankin eri rahoitus vaihtoehdoista. Maksat pois kaikki ne nuoruuden hölmöilysi yhdellä lainalla jota sitten lyhennät sulle sopivammin pankkiin. Meillä tämä auttoi. Lisäksi mieti arkea, missä voisit säästää rahaa vielä. Se on ainoa keino. Ei ole oikotietä onneen. Senverran voin sanoa tuosta ulosotosta et ei se maailmanloppu ole, mutta kalliikksi tulee ja eroon pääseminen on vaikeata ilma apua. Tsemppiä. :)	not-insult	not-toxic
Puutarhurin vihollisia, noita inhottavia lehtokotiloita, kuuluu olevan jo paljon liikkeellä. Näkisipä joskus jonkun naisen liiskaavan niitä kumppareillaan. Tiedän, että niin tapahtuu paljon, mutta puutarhan naiset eivät taida lukea näitä juttuja.	not-insult	not-toxic
Älä höpise, kateellinen kepulisti! Puoluetuki ei ole persujen keksintö, vaan kepun, demostranttien ja muiden vanhojen puolueiden tapa nyysiä verorahaa itselleen. Nuppiluvun mukaan tukea maksetaan, eli kokkarit saa eniten ja demarit seuraavaksi, ettei totuus unohtuisi. Lisää tulee kokkareille talousmahdeilta ja demareille ay-liikkeeltä, jos sopii kertoa!	insult	toxic
Suuttumus julkisuudesta naurattaa. Saisivat olla tyytyväisiä. Ilman julkisuuttaa koko huutokauppakamari olisi konkassa. Lihava muija saattaa pian huomata, että ketään ei kiinnosta ja sitten ei enää tarvitse itkeä verojen julkisuuttaa.  Timo T.A Mikkonen oli suuri mediapersoona. Suurempi kuin Palsanmäet yhteensä. Ei parane ryhtyä ylpeäksi, vaikka naama on telkkarissa.	not-insult	not-toxic
tyhmät käyttäjät käyttävät windowsia oletuksen adminina  Tuo pitää edelleen paikkansa. Windowsissa käyttäjä on toimii koko ajan järjestelmänvalvojan oikeuksilla.  Ubuntussa ja Macissa sen sijaan root-oikeuksien käyttöön tarvitaan salasana, vaikka käyttäjä kuuluisikin admin-ryhmään.	not-insult	not-toxic
Taidat olla se luuseri joka kirjoittelee Audi palstalle niitä homo juttuja. Olet kyllä katkera ihminen kun täälläkin haukkuu Audisteja. Voi voi poika parkaa.	insult	toxic
En huoli naista joka suostu täyttämään kaikkia villeimpiäkin seksifantasioitani ja perversioitani.	not-insult	not-toxic
Paitsi nusittaessa, elvä se. Jos olet liian lihava ja vieläpä homo...ei ei. Sinun täytyy aina maksaa.	not-insult	not-toxic
Sittenhän teitä on siinä jo kaksi samanlaista hanttimiestä, mutta kyllä ne teidänkin patoumat siitä helpottaa kun maahan on tunkeutunut muutama miljoona loiseläjää.	insult	toxic
Sinä olet aprillipila.	insult	toxic
Tahtoisitko lypsää letkuani? 😂	not-insult	toxic
syyllinen on pelien tarjoaja joka kynii säälittä kaikki jotka erehtyvät pelaamaan kuvitellen voittavansa.	not-insult	not-toxic
Liittokokouksia, suviseuroja, lentopalloturnauksia, sprinttihiihtoja, häitä ja hautajaisia. Eivätkö nämä päättäjien jo ennen rakentamista luvatut tapahtumat ole ideoita?	not-insult	not-toxic
on tää typerä koirahommakin mennyt monimutkaiseksi siis jollakin on tai mieluumin ei ole koiraa.Mun puolesta kaikki paitsi sokeitten koirat voi hyvinkin ampua.	not-insult	toxic
Nehän on täynnä ympyröitä ja jättimäisiä mustia miehiä!	not-insult	not-toxic
somalille on kuin rahaa heittäisi kaivoon.	insult	toxic
veljet on joka tapauksessa tyhmii	insult	toxic
Kiitti !!  Onneks pääsit siitä A:sta eroon. Kurjaahan se sun oleminen hänen kanssaan oli. Säälittävä luuseri:)  PS: Aurinkoa elämääsi !!	insult	toxic
Valumavedet voidaan ohjata rakennuksesta pois riittävän tiiviillä pintamaalla, jolloin anturan alapuolisen eristeen lisäksi riittää anturan ja perusmuurin ulkopinnan eristäminen. Muovit ei kestä maan sisässä niin pitkään kuin muulla rakennuksella on mahdollisuus kestää.  Riittävän leveä routaeriste anturan alla estää maalämmön karkaamisen, jolloin maa pysyy sulana eikä roudi. Kyse ei ole siis siitä, että kylmä menisi ulkoilmasta maahaan vaan siitä, että pidetään maassa oleva lämpö siellä.  Sinänsähän kaikki pihan kulkutiet, oleskelualueet ja pysäköintitilat talon vieressä ja muuallakin on hyvä routaeristää, ettei routa muljaa niitä, etenkin jos on laatoituksia. Ne routaeristykset ei kuitenkaan liity talon rakenteiden suojaamiseen roudalta	not-insult	not-toxic
Olet kyllä erittäin sairas henkilö. Ymmärrätkö että puhut elävästä lapsesta? Lapsesta joka näyttää iloiselta ja hyvinvoivalta. Mikseivät sun vanhemmat tajunneet käyttää kortsua?! Ois ollu tarpeen.	insult	toxic
Ei kuulu sinulle ketä nain ja milloin, vielä vähemmän sinulle kuuluvat minun tekemäni abortit. Oli niitä sitten 1 tai 10, huolehdi vain omasta tussustasi!	not-insult	not-toxic
Höpön Höpön! Karvattomuus on tullut PORNOSTA ja mitä enemmän meuhkaat karvattomien virheellisestä nudismista, sitä enemmän se liitetään pornoon.  Jos kerran et halua jankuttaa, niin painu sitten suolle siitä jankuttamasta.  Nudismi on alastomuuden harrastamista ja sillä selvä.  Vedä sinä Ripa Kääjä känättäjä -ismi linkkeineen päähäsi ja tukehdu siihen.  Ei tuommoista jankkaajaa voi olla olemassakaan ?  Vai voiko????	insult	toxic
Menen perjantaina iloisena töihin. Suck my balls  Lakkoilkaa vaikka maailman tappiin mutta meikäläinen menee perjantaina iloisena töihin ja pieraisen teidän lakolle. Minua ei sosiaalipummien toimeentulo kiinnosta ja on oikein että laiskajaakoilta viedää kiljurahaa.	insult	toxic
no ite meen ainaki suihkun alle ja annan veden valuu pilluun ja hieron samalla klittaa.. tulee nopeesti ja taju meinaa lähtee ku vesi tulee tarpeeks voimalla	not-insult	not-toxic
"Pahin pelkoni on se, että naiset alkaisivat julkisesti pitää minua likaisena, pervona ällötyksen aiheena ja sanoisivat aina kovaan ääneen ""yök"" minut nähdessään ja kiertäisivät kaukaa. Samaan syssyyn tietenkin muut miehet alkaisivat halveksua ja pitäisivät minua täys pellenä. Ehkä monet niin saattavat mielessään ajatellakkin mutta pääasia etteivät sano sitä ääneen."	not-insult	not-toxic
"ja mul on vielki talles semmone niinsanottu ""palikkakänny"" n______n se on jotenkin säälittävän näköne..."	not-insult	not-toxic
">  Tässä tunnustat, että olen oikeassa: hiilihydraatti ei ole sama asia kuin sokeri. Miksi ihmeessä sitten vielä kiellät tämän faktan ?  >  Niin sitä helposti ""kyllästyy"" kun tulee eteen tilanne, jossa on vaan pakko tunnustaa olevansa väärässä. Tee se nyt, niin päästään eteenpäin.  >  Vitut, kirjoitit hiilihydraatit = sokeri. Älä yritä perääntyä väitteistäsi, ääliö.  Nyt sitten lue oikein helvetillisen tarkasti tämän keskustelun aloitus. Siinä lukee mm. nämä faktat: japanilaiset eivät kärsineet lihavuudesta eikä sen liitännäissairauksista kun heidän ruokavalionsa koostui erittäin suurelta osin hiilihydraatista (jopa 67 E-%). Vasta myöhemmin kun heidän hiilihydraattikuormansa on vähentynyt ja rasvakuorma lisääntynyt, niin heidän diabetesluvut ovat alkaneet nousta. Miksei 67 E-% hiilihydraattia syövät ihmiset ole lihavia vaikka hiilihydraatti mielestäsi lihottaa ? Aivan, väittämäsi on täyttä hihhulipaskaa. Hiilihydraatit eivät lihota. Ainoastaan ylimääräiset syödyt kalorit lihottaa.  >  Jos rasvaa ei syö yli kulutuksensa. Jos taas syö yli kulutuksensa, niin on aivan sama, mitä se ylitse menevä osuus on, rasvaa, proteiinia, hiilihydraattia tai alkoholia, niin ihminen lihoaa.  Ei se rasva, katsos vajakki, mihinkään toiseen ulottuvuuteen katoa, jos syöt sitä liikaa. Se jää vyötärölle.  >  Ilmeisesti siis myös Wikipedian kirjoittajatkin ovat torvia: ""In general, the monosaccharides and disaccharides, which are smaller (lower molecular weight) carbohydrates, are commonly referred to as sugars"". Mene ihmeessä korjaamaan, jos ""tiedät"", että hiilihydraatti on sama asia kuin sokeri. Todellakin: mono- ja disakkaridit nimetään sokereiksi, mutta polysakkaridit saavat rakenteensa funktiona nimet selluloosa, tärkkelys jne.  Sokeri [Wikipedia: ""Sokerit ovat hiilihydraatteja, joiden molekyylit koostuvat yhdestä (monosakkaridit) tai kahdesta (disakkaridit) sokeriyksiköstä"".] todellakin on juuri sitä (usein) makealta maistuvaa tavaraa. Siitä käytetään nimitystä sokeri. Muista hiilihydraateista käytetään nimitystä tärkkelys, selluloosa jne. Ne ovat eri asioita - juuri kuten sanoitkin: niillä on eri GI. Jep, siksi ne eivät ole sama asia kuin lyhytketjuiset (tai monomeeriset) sokerit.  >  Se muodostuu sokerista, mutta ei ole lyhytketjuista (tai monomeerista). Talon runko muodostuu puusta, mutta talon runko ei ole sama asia kuin puu (todennäköisesti olet sen verran syvällä tuossa idiotismissasi, ettet pysty tajuamaan näinkin selkeää eroa asioiden välillä, hiilihydraatti muodostuu sokerista, mutta esim. selluloosa ei ole sama asia kuin sokeri - sillä on rakenteellinen funktio, joka erottaa sen ""rakennuskappaleistaan"": rakennuksen runko ei ole puu vaikka rakennuksen runko muodostuu puusta)."	insult	toxic
Toivottavasti pian, haluan päästä ansiosidonnaiselle niin sitten olisi lomaa ja voisi istua päivät kaljalla vittuilemassa työssäkäyville. Mahtaa sikaniskaa vituttaa kun meikä viettää laatuaikaa ja euro tulee tulee tilille.	not-insult	toxic
tummeli sopii varsin hyvin tuona elämänsä vähän yli kakskytvuotiana naulanneiden idioottien tunnukseksi.  Vetäkää pojat käteenne.	insult	toxic
siis tarkoitus oli:  a b c d e f g a h d a h c d e f g a h c	not-insult	not-toxic
...varmaa joku kieroitunu sadomasoheppu ku toi nimimerkki näkyy usei öisin chatis.Vinksahtaneit molemmat,nii Lara ku kuriki.	insult	toxic
"Steam kusee!  Steam kusee taas ku asensin sen uudestaa ni nyt se sit aina ku yritän avata steamin n uploadaa jotain ja 26% kohalla se loppuu ja tulee valitus:""ERROR,delete of steam.exe failed,win32 error5 ""käyttö estetty""... Mitä teen!?!?!?!?!?"	not-insult	not-toxic
Joopa joo. Pakko myöntää olevasi täyspelle (:  Inttämisesi on ihan tyhjäpäistä houretta!	insult	toxic
Suomettumisen rähmällään olevat lierot ovat Häkämiehen moittijoita. Jos Venäjää ei kohdella asiallisesti, se on niskan päällä. Venäläiset ovat orjakansaa, joka alistuu vain kovaa vasten. Muuten ne pahoinpitelevät tasa-arviset ihmiset. Venäjän kanssa vain rauta ja tiukkuus toimivat. Hyvä Viro!	insult	toxic
"Kuulepas nimimerkki ""rasismi.."", olen maininnut sinulle aiemminkin tästä, mutta mainitsen taas:  Kuka sinua kieltää keskustelemasta, äitisikö? Äitiä voi olla syytä totella, mutta jos olet jo 18 täyttänyt, voit kyllä ihan itse päättää keskusteletko vai et.  Miten tuo ajatuskulku siis menee? Yritykset palkkaavat ulkomailta ihmisiä, ja sitten veronmaksajat maksavat heidän kulunsa. Tuo vaihtoehto kuulostaa tosi houkuttelevalta. Kerropa millä tavoin se onnistuisi...  Mitä yleensä tapahtuu ihmisille joilla ei ole töitä? Joutuvat työttömiksi, tietysti. Sellaistahan se elämä on. Ei sitä autonpolttaminen muuksi muuta."	not-insult	not-toxic
Pyhäselässä tehtiin mielipidekysely,kun puolueväki ei uskaltanut järjestää äänestystä. Kyselyn tulos oli liitosta vastaan selvin luvuin,mutta puolueväki kannatti liitosta siitä hulimatta. Tämä oli selvä petos ja petos on rikollista toimintaa. Siitä syystä kuntaliitosta ei olisi pitänyt mitenkään toteuttaa. Kyllä kansa taas kerran tiesi miten marjat on. Petkuttajat jo vihdoin vastaamaan tekosistaan. Miksi idiootit johtavat kuntia?	insult	toxic
Mitä sinä kaheli täällä pyörit? Mene jonnekkin mielenterveys palstalle ongelmiesi kanssa tai vedä itsesi naruun.	insult	toxic
Saatanan wannabe skönäri...	insult	toxic
En minäkään siinä tilanteessa lyönyt, kyykytin verbaalisesti enkä antanut periksi öykkärille, se kai sai näkemään minut kovempana jätkänä vaikkei mennyt edes painiksi ja huom, minä en ole väkivaltainen ihminen mutten myöskään ala ryömimään semmoisten edessä. Jos ajatellaan tilannetta jossa mies kulkee naisen kanssa ja siihen tulee öykkäri niin suurin osa suomalaisista naisista halveksisi sitä miestään jos se pakenee öykkäriä, semmoisia ne naiset on.	not-insult	toxic
Metsä vastaa niin kuin sinne huudetaan sukurutsari. Sitä saa mitä tilaa tolvana.	insult	toxic
Mitä täs nyt itee oon seuraillut niin sulla on kussut lähes kaikki rivit... :P	not-insult	not-toxic
San Andreas pulma  Statseis lukee progress with Michelle.. Kuka on tämä Michelle? Oon menny pelin läpi mut en oo ikinä tätä muijaa nähny... tiedän että sillä on autoliike San Fierrossa eikä sinne pääse ineen..	not-insult	not-toxic
Tämä asia on tiedetty jo kauan: Tyhmä saa olla, mutta ei tykkimies.	not-insult	not-toxic
joo haluu olla rutiköyhä vaan ettei tarvii maksaa kaikkea ite. aika hölmöä.	not-insult	not-toxic
sari puukottaa kakia naaman edessä..	not-insult	not-toxic
Wincapitan rahat  äsken selvisi, että Hannu on ostanut sillä Fabergen munan, jonka ilkeä KRP:n agentti James Bond yritti saada haltuunsa.Mutta tallessa on ja lihava mies eikun nainen laulaa täyttäpäätä KRP:lle. Huomenna varmaan lehdessä, että SALALIITTO SITTENKIN TOTTA!	not-insult	not-toxic
Nimimerkistä huomaa että tykkäät murhaamisesta.  Mielummin yksi hengetön kapitalisti kuin 10 kuollutta ahkeraa duunaria. Tiedät varmaan ettei siivellä eläjiä tueta?  Jos markkinatalouden puolestapuhujat eivät näännyttäisi ihmisiä alipalkkauksella, niin maailma saattaisi olla rauhallisempi paikka – kaikille.  Sitä saa mitä tilaa. Äidinmaidosta tyhjäpäisyyden imenyt kokoomusjuntti tilaa jotain itselleen, vaikkei kannattaisi.	insult	toxic
Olen vanhukseksi luokiteltu mies, 73v, ja minulla seisoo jo pelkästä naisen ja v...n ajattelemisesta. On joskus vieläkin kiusallista kun esimerkiksi kauppajonossa tai ratikassa ollaan tiiviisti peräkkäin ja kun etumukseni hipaiseekin naista, niin alkaa tököttää. Useimmiten vedän keskirunkoani kauemmaksi houkutuksesta, mutta joskus etenkin kesäisin työnnän seisovaa k....rpääni naista päin. Joku vetäytyy, vaan useampi alkaa painaa vastaan ja jopa hemputtaa persettään. Kiusaavat vanhaa miestä. Sama on hieronnassa. Alkaa seistä kun naishierojan kourat edes lähenevät genitaalisia alueita. Joku ei ole ollut huomaavinaan, mutta muuan näkövammainen naishieroja ensin kokeili kädellään, sitten tuhahti ja napautti sorminapin kyr...pään.	not-insult	toxic
"Mikä on ""säännöllistä"" käyttöä?"	not-insult	not-toxic
Nuole poikanen nuole heh heh hameväki nuolee heh heh	not-insult	not-toxic
No ei mustalainen ole rasistinen ilmaus, manne on!!!! Ja ei Martina sitä rasistisesti sanonut. Ja siinähän se aiemmin jutteli mustan miehen kanssa.	not-insult	not-toxic
Miksi minun pitäisi alkaa aseiden kanssa heilua? Siksikö, että arvostelen idioottia? Siksikö, että olen maalta?	not-insult	not-toxic
fanaatikko. Kuula päähän kuulapääkristityille ja hysteerikkoämmille, ääni Halla-aholle.	insult	toxic
Tyhmä kys. salibandytytöille  Ois sellanen tyhmä kysymys että kun te pelaatte sählyä/salibandyä niin käytättekö te ritsikoita paitanne alla? mitä haittaa ja hyviä puolia jos ei käytä ja toisten päin? kertokaa kokemuksenne ole kiinostunut niistä kun aion aloittaa pelaamisen eli ilman vai ei rintsikoita?	not-insult	not-toxic
On akka (räsäskä alias räkäskä) onnistunut pääsemään idiotismin eturintamaan.	insult	toxic
Jakuzi näytti  Tepolle närhen munat.	not-insult	not-toxic
Hei kaikki härkänaiset. OTTAKAA IHMEESSÄ ITSELLENNE KALAMIES. KALAMIES ON HYVÄ RAKASTAJA, KULTAINEN ISÄ LAPSILLE,AHKERA TÖISSÄÄN JA TOIMISSAAN,HAUSKA SEURALAINEN,KILTTI SUOMUTON TYYPPI	not-insult	not-toxic
minulla oikeus pitää saastaisena huorana naista joka jakelee vittuaan ympäri kyliä.	insult	toxic
Juu, kahteen otteeseen.	not-insult	not-toxic
Tiimari on ihan saatanan kova firma. Ne äijät takoo rahaa pikkukamalla ja loistavalla logistiikkakonseptillaan. Suosittelen, oikeesti, pienistä puroista se iso joki ja niin edelleen.	not-insult	not-toxic
Se oli ihan tavallinen kysymys. Kuitenkin sain vastauksia joita en kysynyt. En ole rikkomassa kenenkään liittoa, eikä mies ole homo ninkuin te ymmärsitte vaikka se oli vain heitto, että mitäs jos en olekkaan nainen ja se mies on homo. Jos pitää jokaisen kysymyksen kohdalla perustella , että miksi kysyy niin huh.huh. Meillä käytiin vain keskustelua avioeron helppoudesta ja mietimme, että mitenköhän maissa joissa on Islaminusko.  En siis ole viettelijätär, en pariutumassa. Mutta olkoon koko juttu.... Saatanan Hullut.	insult	toxic
Hassu provo. Et ole koskaan käynytkään USA:ssa ja olet ihan tavallinen peräkammarin poika Pönttövaarasta.  Amerikkalaisia vihataan jonkin verran enemmän kuin paluumuuttajia, ja hihamerkit on jo suunnitteilla.	insult	toxic
olekaan viimeinen, senkin pässi. Se on pian ENSIMMÄINEN ihmisten syntien tähden. Saastunut ihminen kuolee kohta pois ja tilalle kehittyy jokin puhdas alkueläin. Tähän eläimeen Jumalakin voi luottaa.	insult	toxic
"=D vittu mikä kysymys!Vois kysyä ihan itse toisinpäin et mikä teillä joillakin nykyajan äideiksi haluavilla on ku pitää mun lapsen mummin eli mun äidin ikäsenä alkaa tekemään vasta sitä ensinmäistä lasta!!Luulettekste jotenkin et sit tehdään lapsi ku on oma elämä ""loppu"" ja kuvitellaan et raha ratkasee lapsen kans kaiken *hah* Nuorena lapset tehdään koska sillon jaksetaan ja voi olla paras mahdollinen vanhempi kun jaksaa ja on elämän iloa talella vielä sinne ""vanhoille"" päiville!Ja naimisiinkin mennään sen takia koska nykyaikana nuoret ovat vain paljon itsevarmempia kuin ennen!!"	not-insult	not-toxic
Valehtelija!  Kiero!  Yrittää saada korvauksia vaikka ei oikeasti saanut myrkytystä!  Saunan taakse tuollaiset!	insult	toxic
häh?  Lasinen sydän pojan ja koiran kuono märkä lakritsi Emäntä huutaa ja itkee Isäntä petti pelkuri ei huolinut lääkettä vaivoihinsa Lapsi ja koira ihmettelevät Onkohan ihan kuollut tunne täältä pois?  Häh?	not-insult	not-toxic
...Saksa olisi lopulta hävinnyt sodan, mainitsemastasi syystä (kahden rintaman sodan vuoksi), mutta Neuvostoliitto tuskin olisi kyennyt vapauttamaan edes omaa aluettaan ilman saamaansa massiivista USA:n apua. Näinhän professori Saarialhokin toteaa tuossa hyvässä esityksessään, jonka laitoin historian saitille ja johon on linkki täälläkin.  Ja niin ei olisi syntynyt mitään itäblokkia, eli Neuvostoliitto olisi jäänyt ilman satelliittejaan, kun nuo maat olisivat pelastuneet demokratialle, kuten pelastuivat länsiliittoutuneiden vapauttamat maat. Siinä mielessä tuo USA:n apu NL:lle oli turmiollista. Mutta onneksi kaikki on nyt toisin - siitäkin suurin kiitos USA:n!  Tuolla historian saitilla joku kyseenalaistaa Saarialhon esityksen luotettavuuden. Vastasin hänelle näin:  http://keskustelu.su/REDACTED/000021290001	not-insult	not-toxic
Alasti vai linnanpuvussako ne pitäisi lukea. Tämä aihe kertoo teistä Lappeenrantalaisista kaikki. Olen aina sanonut että teidät pitäisi aidata, että saatais tyhmyys kiinni.	insult	toxic
Jos sulla on tosi pienet rinnat niin ei se mitenkään oo haitaksi kunhan vaan muistat kaupitella pillua käyttöön kaikille halukkaille pojille ja miehille, sillä miehet ei niinkään välitä rinnoista kunhan saavat pilluasi. Ainakin mä ja mun kamut ollaan samaa mieltä, siks me tykätäänki 6-10v tytöistä joilla ei oo tisuja tiellä.	not-insult	toxic
Kaikenlaisesta paskasta sitä maksetaan 700 000,- eur  Tilaaja Katainen pitäisi panna itse maksamaan, eikä maksattaa kansalle moista paskaa	not-insult	not-toxic
Jos ulosmenet, hinttiäänestäjä!	insult	toxic
kuulemani mukaan, puhutaan lähinä koulu/työ/mies-asioista. Vanhat ämmät puhuu työstä, nuoremmat keskitty exiensä haukkumiseen ja koulujuttuihin.	insult	toxic
Sairasta touhua. Joutas sanonko minne.... hyi helvetti....	not-insult	not-toxic
"Koska te ""suvaitsevaiset"" koko ajan haukutte ja pilkkaatte suomalaisia olette te rasisteja. Joka harjoittaa rasismia on rasisti."	insult	toxic
LESSUT OVAT IHAN VITUN ASIALLISIA TYYPPEJÄ!!! ARVOSTAN HEITÄ KOSKA HE EIVÄT OLE NE JOTKA RIKKOVAT KOULUN IKKUNAT JA MUUN VALTION OMAISUUDEN. IHAN VITUN ASIALLISIA TYYPPEJÄ!!!!!	not-insult	not-toxic
Ei kiinnosta. Taidat olla narsisti kun tuollaista suuruusharhaa elättelet ja itsees nostatat.	insult	toxic
"KTS-- 14.9.2016 21:19 Jos tönit mun kavereita oot itse kuollut . Kommentoi  UUSI KTS-- 14.9.2016 21:21 Ja tavataan Stokkan kellon alla. Sano aika!  KTS 22.5.2014 15:400 SULJE ""Onko ihan pakko kaikkeen soopaan kansan suostua. Just noin me-----iranilaiset----on aateltu ameriiikkalaisista ! Vihon viimen mennee kaaliin tääl Pohjolaskii...:o  KTS 20.10.2017 21:59 Uusi Palstakei(s/k)arin kieli syttyy helvetistä ja tuottaa sitä mitä siellä syntyy.  KTS-- 21.10.2017 21:50 Uusi Kunhan palstakeisari vedetään ensin muutaman kerran kölin alitse niin oppii olemaan ihmisiksi.  KTS-- 10.3.2016 23:45 Ime turpaasi omaa lääkettäsi ihan kiltisti äläkä kiukuttele yhtään  KTS-- 10.3.2016 23:45 Ime turpaasi omaa lääkettäsi ihan kiltisti äläkä kiukuttele yhtään  14.4.2016 6:35  Ajattelen, että KTS on täysin pahojen henkien vallassa. Hän esiintyy täällä uskovana, mutta puhuu kaikkea puutaheinää. KTS on saatanan kätyri. Hänen puheensa kannattaa vain sivuuttaa. KTS notkuu täällä aamusta iltaan. Onkohan tämä mies oikeasti ihmishahmon ottanut demoni? Tämä mies on niin syvältä ja paha."	insult	toxic
Niinpä, tollanen lauma eduskunnassa meille suomalaisille lakeja säätämässä. Kun eivät tunne kuin rikoslain ja sitäkin koittavat vältellä. Täällä nämä kannattajat sitten mölisevät tyttöhallituksesta ja pilkkaavat, kun Marinilta tuli haastattelussa kyyneleet silmiin. Tällaisia raakalaisia, etten pahemmin sano.	not-insult	not-toxic
viestilläsi papukaijamaisuutesi. Matkija olet, et itsenäinen ajattelija.	insult	toxic
Hyvä ja iskevä t-paitateksti esim: PIERU ON PERSEESTÄ!	not-insult	not-toxic
aina.  Älä ikinä luota ryssään.  Äläkä rysssänkätyriin: katso Johan Bäckmanin rumaa naamaa. Ostaisitko käytetyn auton sen näköiseltä tyypiltä?	insult	toxic
